Approach,Generation,Replication,Proportion of Desirable Alleles,Phenotypic Value,Inbreeding
ECV Selection,0,30,0.49935857142857143,32.49145361,-0.003863066316346433
ECV Selection,1,30,0.5504142857142857,38.56253888,0.05626088663784673
ECV Selection,2,30,0.6266785714285714,46.3246338,0.15310449874505225
ECV Selection,3,30,0.6772428571428571,47.0261786,0.12887433590747793
ECV Selection,4,30,0.7189857142857143,49.7726336,-
Phenotypic Selection,0,1,0.5002221428571428,32.19230639,-0.018241182618780633
Phenotypic Selection,1,1,0.5338742857142857,32.59534764,0.09130537613024987
Phenotypic Selection,2,1,0.5876,41.7925206,0.17527085922478472
Phenotypic Selection,3,1,0.6300857142857144,43.1570138,0.4033662001187927
Phenotypic Selection,4,1,0.6398285714285714,42.2700692,-
Phenotypic Selection,0,2,0.5001099999999999,37.35959097,0.024641732746811217
Phenotypic Selection,1,2,0.5268514285714286,42.70748032,0.08748198625048383
Phenotypic Selection,2,2,0.5573214285714286,41.5432803,0.2834742658170195
Phenotypic Selection,3,2,0.5870000000000001,42.2673028,0.4582871232079559
Phenotypic Selection,4,2,0.6238857142857143,50.6407054,-
Phenotypic Selection,0,3,0.4994242857142857,39.55160628,-0.012826582015955802
Phenotypic Selection,1,3,0.5361671428571428,34.1796477,0.1184970131190447
Phenotypic Selection,2,3,0.5899928571428572,38.8997752,0.3632730750570799
Phenotypic Selection,3,3,0.6303714285714286,46.5553652,0.41158488686788713
Phenotypic Selection,4,3,0.6606142857142857,43.843776,-
Phenotypic Selection,0,4,0.49909285714285717,37.60140905,-0.018804337979167775
Phenotypic Selection,1,4,0.5222857142857144,34.94113624,0.05008225921960658
Phenotypic Selection,2,4,0.5751071428571428,36.0413045,0.22749215388361366
Phenotypic Selection,3,4,0.6141714285714285,44.4174434,0.3434029890178237
Phenotypic Selection,4,4,0.6434428571428571,48.219173,-
Phenotypic Selection,0,5,0.5002771428571429,37.51568032,-0.0005128737377125361
Phenotypic Selection,1,5,0.5340471428571428,32.92435978,0.08038754862841219
Phenotypic Selection,2,5,0.5912142857142857,45.6689454,0.028840281088620093
Phenotypic Selection,3,5,0.6193285714285715,39.6689418,0.24532975715758235
Phenotypic Selection,4,5,0.6507714285714286,49.6198746,-
Phenotypic Selection,0,6,0.5009235714285715,38.80836134,0.01376187917067087
Phenotypic Selection,1,6,0.5342071428571429,39.89615428,0.09519344415715046
Phenotypic Selection,2,6,0.5723785714285714,40.4696951,0.24373875502673117
Phenotypic Selection,3,6,0.6131285714285714,42.4556712,0.3580348061347779
Phenotypic Selection,4,6,0.6423857142857142,39.6703716,-
Phenotypic Selection,0,7,0.5005535714285715,34.66571073,0.026675885930040753
Phenotypic Selection,1,7,0.5319514285714286,39.02666156,0.01160987946165103
Phenotypic Selection,2,7,0.5658428571428572,38.399368,0.275829246727166
Phenotypic Selection,3,7,0.5881285714285713,40.2100024,0.4267993703756297
Phenotypic Selection,4,7,0.6342428571428571,42.979565,-
Phenotypic Selection,0,8,0.49969142857142856,38.46991224,0.0009206687666015704
Phenotypic Selection,1,8,0.5300885714285715,41.40544014,0.026437801345527687
Phenotypic Selection,2,8,0.5753714285714286,34.9353727,0.21316895935717184
Phenotypic Selection,3,8,0.6246142857142857,43.5954664,0.3514428950311152
Phenotypic Selection,4,8,0.6968571428571428,54.575565,-
Phenotypic Selection,0,9,0.5000885714285714,30.4593081,-0.024332256673464323
Phenotypic Selection,1,9,0.5247514285714285,37.39824824,0.03198645927387258
Phenotypic Selection,2,9,0.6039714285714286,40.3249205,0.23339134948909893
Phenotypic Selection,3,9,0.6538571428571429,45.3073558,0.40373023624585674
Phenotypic Selection,4,9,0.6806857142857143,47.3450122,-
Phenotypic Selection,0,10,0.5006635714285714,37.41305558,0.012257533659042748
Phenotypic Selection,1,10,0.5068357142857143,38.43244392,0.10137931575239173
Phenotypic Selection,2,10,0.575,40.0798028,0.130515867921799
Phenotypic Selection,3,10,0.6107428571428571,44.1581962,0.19245854460721892
Phenotypic Selection,4,10,0.6590142857142857,46.900652,-
Phenotypic Selection,0,11,0.4999692857142857,37.07518276,0.000775160077581843
Phenotypic Selection,1,11,0.5314171428571428,38.69923634,0.13167565735038358
Phenotypic Selection,2,11,0.5917,49.9596705,0.08653423439487822
Phenotypic Selection,3,11,0.6200428571428571,48.6913896,0.16998655330400028
Phenotypic Selection,4,11,0.6567571428571428,48.432603,-
Phenotypic Selection,0,12,0.5003457142857143,30.5526979,-0.022892629709460353
Phenotypic Selection,1,12,0.5343785714285715,36.3083768,0.21720046037051072
Phenotypic Selection,2,12,0.595,37.6251336,0.260727244013695
Phenotypic Selection,3,12,0.6450999999999999,39.4154714,0.3421045361104195
Phenotypic Selection,4,12,0.6281571428571429,45.0816896,-
Phenotypic Selection,0,13,0.5002614285714286,37.22556801,-0.015402954285922357
Phenotypic Selection,1,13,0.5342399999999999,38.79930094,0.07496724016592936
Phenotypic Selection,2,13,0.5789928571428571,37.7822944,0.31998196166613624
Phenotypic Selection,3,13,0.5939142857142857,43.31456,0.37765883429484964
Phenotypic Selection,4,13,0.6188,44.8651686,-
Phenotypic Selection,0,14,0.5003392857142858,41.40962677,-0.006868814690632804
Phenotypic Selection,1,14,0.51966,35.76677984,0.07785674002116218
Phenotypic Selection,2,14,0.5313142857142857,35.3597366,0.1295373906755851
Phenotypic Selection,3,14,0.5895714285714286,38.2667194,0.3663223998185973
Phenotypic Selection,4,14,0.6204714285714286,43.072045,-
Phenotypic Selection,0,15,0.5007092857142857,40.11816529,-0.025026328629990543
Phenotypic Selection,1,15,0.51971,37.18825812,0.03077972632958469
Phenotypic Selection,2,15,0.5364142857142857,31.1174512,0.219956836432528
Phenotypic Selection,3,15,0.5703142857142857,41.7926058,0.19391401607854336
Phenotypic Selection,4,15,0.6081428571428571,41.6962328,-
Phenotypic Selection,0,16,0.49953714285714285,36.68308012,-0.016018127152283793
Phenotypic Selection,1,16,0.5141714285714285,33.78886744,0.13998345391837913
Phenotypic Selection,2,16,0.5629142857142858,39.4083206,0.11137271562933684
Phenotypic Selection,3,16,0.6012571428571428,42.642858,0.15967518775253303
Phenotypic Selection,4,16,0.6202,49.158988,-
Phenotypic Selection,0,17,0.5000078571428571,31.53261734,-0.014109991552624468
Phenotypic Selection,1,17,0.5342371428571429,39.72188398,0.0861674854588766
Phenotypic Selection,2,17,0.5965,42.5514689,0.21845390555561364
Phenotypic Selection,3,17,0.6195714285714286,46.711188,0.3765456252930607
Phenotypic Selection,4,17,0.6398571428571428,47.3249918,-
Phenotypic Selection,0,18,0.5002085714285714,35.28785228,-0.004170914710847133
Phenotypic Selection,1,18,0.5281399999999999,46.1460135,0.14106609123251354
Phenotypic Selection,2,18,0.5585857142857142,41.618644,0.3160149759224889
Phenotypic Selection,3,18,0.6022571428571428,43.6011064,0.3565826922579282
Phenotypic Selection,4,18,0.6427428571428571,38.3948738,-
Phenotypic Selection,0,19,0.4992192857142857,39.82508439,0.0037135064455219276
Phenotypic Selection,1,19,0.5291042857142857,39.62974374,0.1304779931830256
Phenotypic Selection,2,19,0.5669214285714286,38.850248,0.17244061045308548
Phenotypic Selection,3,19,0.6187857142857143,40.0354604,0.14337869130437814
Phenotypic Selection,4,19,0.6664571428571429,51.9673814,-
Phenotypic Selection,0,20,0.5002792857142857,35.23950222,0.019487342256840536
Phenotypic Selection,1,20,0.5684771428571428,37.99054548,0.2097658129381407
Phenotypic Selection,2,20,0.6206642857142857,43.5893313,0.33792451453200484
Phenotypic Selection,3,20,0.6757571428571428,45.6096668,0.4286446629864931
Phenotypic Selection,4,20,0.7013714285714285,47.140673,-
Phenotypic Selection,0,21,0.5006264285714286,33.15168622,0.0094282467919765
Phenotypic Selection,1,21,0.55959,41.73543282,0.10585752019781965
Phenotypic Selection,2,21,0.6137071428571428,39.3713339,0.1989682061845081
Phenotypic Selection,3,21,0.6243142857142857,46.0867852,0.40024343107710303
Phenotypic Selection,4,21,0.6555,43.147557,-
Phenotypic Selection,0,22,0.4990478571428571,39.36235902,-0.003133872604239876
Phenotypic Selection,1,22,0.5353814285714286,32.73576392,0.0942491582615041
Phenotypic Selection,2,22,0.5774714285714286,43.372656,0.19455663746153515
Phenotypic Selection,3,22,0.6063571428571428,41.5484774,0.5329223371196864
Phenotypic Selection,4,22,0.6464428571428571,47.743354,-
Phenotypic Selection,0,23,0.5001228571428572,36.22253533,0.029973498326981464
Phenotypic Selection,1,23,0.5454885714285714,38.53030598,0.10257522195353112
Phenotypic Selection,2,23,0.6159,43.3559546,0.22934479608677807
Phenotypic Selection,3,23,0.6618428571428572,47.7482914,0.3782635643677729
Phenotypic Selection,4,23,0.6767714285714286,49.8512458,-
Phenotypic Selection,0,24,0.5000707142857143,34.84621889,0.026476166280444417
Phenotypic Selection,1,24,0.5228285714285714,35.82643542,0.017358148705839887
Phenotypic Selection,2,24,0.5695714285714285,38.4492106,0.16971529286959708
Phenotypic Selection,3,24,0.6356142857142858,38.824009,0.31589694532636686
Phenotypic Selection,4,24,0.6642285714285715,47.1618316,-
Phenotypic Selection,0,25,0.4999935714285714,37.04538633,-0.016570685956856592
Phenotypic Selection,1,25,0.5321285714285715,38.4431921,0.12753469130634879
Phenotypic Selection,2,25,0.6168214285714286,48.7116511,0.2666366536496067
Phenotypic Selection,3,25,0.6343142857142857,43.4036918,0.3035505670478016
Phenotypic Selection,4,25,0.6509571428571429,46.762676,-
Phenotypic Selection,0,26,0.5001671428571428,37.41360575,0.010430988207803155
Phenotypic Selection,1,26,0.5170600000000001,41.63472894,0.19521755238010746
Phenotypic Selection,2,26,0.5701071428571428,49.6136246,0.38755758436307036
Phenotypic Selection,3,26,0.6176142857142857,34.342762,0.36214314744256326
Phenotypic Selection,4,26,0.6533428571428571,52.0790762,-
Phenotypic Selection,0,27,0.5000778571428572,33.41459549,-0.025022196110329575
Phenotypic Selection,1,27,0.5316957142857143,35.29134888,0.05825223793063484
Phenotypic Selection,2,27,0.5907785714285715,42.3021574,0.3467425827568661
Phenotypic Selection,3,27,0.6102428571428571,38.0315088,0.4593506095356225
Phenotypic Selection,4,27,0.6263142857142857,45.5670934,-
Phenotypic Selection,0,28,0.49983142857142854,34.81398611,-0.008879990015656826
Phenotypic Selection,1,28,0.5201557142857143,33.07065006,0.04779133959467887
Phenotypic Selection,2,28,0.5795357142857144,41.1517787,0.15293604477007683
Phenotypic Selection,3,28,0.5913857142857143,45.1168828,0.33654878237906133
Phenotypic Selection,4,28,0.6511285714285714,48.6623122,-
Phenotypic Selection,0,29,0.49964142857142857,26.65062227,-0.030332941102067877
Phenotypic Selection,1,29,0.5521357142857143,42.87448814,-0.009973597337290965
Phenotypic Selection,2,29,0.59535,38.8929392,0.24705506232143623
Phenotypic Selection,3,29,0.6330428571428571,48.2585898,0.11187093198325408
Phenotypic Selection,4,29,0.6443142857142856,43.1832648,-
Phenotypic Selection,0,30,0.49935857142857143,32.49145361,-0.0027963765264671044
Phenotypic Selection,1,30,0.5245471428571429,36.7582753,-0.00983052145894184
Phenotypic Selection,2,30,0.5826357142857143,43.2543096,0.24515185210205134
Phenotypic Selection,3,30,0.6249285714285714,43.3926448,0.3612487076154008
Phenotypic Selection,4,30,0.6657571428571428,46.0792342,-
GEBV Selection,0,1,0.5002221428571428,32.19230639,0.08438462173605918
GEBV Selection,1,1,0.495497143,29.90055238,0.2726016156179281
GEBV Selection,2,1,0.6074,43.1571678,0.5744219094880587
GEBV Selection,3,1,0.6506857142857143,44.5571592,1.1778533653313892
GEBV Selection,4,1,0.6581714285714286,43.5371194,-
GEBV Selection,0,2,0.5001099999999999,37.35959097,0.014430771345930508
GEBV Selection,1,2,0.52283,42.42292452,0.13005377438659638
GEBV Selection,2,2,0.5991,44.4411153,0.5641536883077123
GEBV Selection,3,2,0.5963142857142857,42.8895302,1.1039614777052924
GEBV Selection,4,2,0.5966428571428571,48.6972394,-
GEBV Selection,0,3,0.4994242857142857,39.55160628,0.003584674468719211
GEBV Selection,1,3,0.5480471428571428,35.0085142,0.0797824695561684
GEBV Selection,2,3,0.6039857142857143,39.8790068,0.456990661878535
GEBV Selection,3,3,0.6386857142857143,47.1320806,0.6397222484087071
GEBV Selection,4,3,0.6629142857142858,44.0072498,-
GEBV Selection,0,4,0.49909285714285717,37.60140905,0.010294366188284295
GEBV Selection,1,4,0.5328914285714286,35.68744682,0.04384579386987063
GEBV Selection,2,4,0.5967857142857143,37.5668043,0.31114019813907123
GEBV Selection,3,4,0.6321285714285715,45.6708954,0.49752896302409394
GEBV Selection,4,4,0.6660714285714285,49.7979252,-
GEBV Selection,0,5,0.5002771428571429,37.51568032,-0.005648893426332309
GEBV Selection,1,5,0.54355,33.59306186,0.06918918353685533
GEBV Selection,2,5,0.6051071428571428,46.6196179,0.4413732275425719
GEBV Selection,3,5,0.6260428571428571,40.1086488,0.919735746679474
GEBV Selection,4,5,0.6625571428571428,50.4504734,-
GEBV Selection,0,6,0.5009235714285715,38.80836134,0.021216797223675535
GEBV Selection,1,6,0.5542142857142858,41.29971078,0.10491196194601222
GEBV Selection,2,6,0.5982928571428571,42.2844827,0.2742768314693662
GEBV Selection,3,6,0.6346714285714286,43.9463858,0.9567705422175002
GEBV Selection,4,6,0.6615857142857143,40.9877512,-
GEBV Selection,0,7,0.5005535714285715,34.66571073,0.027201393862889393
GEBV Selection,1,7,0.5473614285714286,40.10108588,0.2929249512003494
GEBV Selection,2,7,0.6164000000000001,41.9321738,0.50652323173586
GEBV Selection,3,7,0.6390428571428571,43.7692202,1.2046278497450031
GEBV Selection,4,7,0.6646142857142857,45.1103548,-
GEBV Selection,0,8,0.49969142857142856,38.46991224,0.01605039737359856
GEBV Selection,1,8,0.5468185714285714,42.5715042,0.08422078099858885
GEBV Selection,2,8,0.6170142857142857,37.8059393,0.5578729677331086
GEBV Selection,3,8,0.6323857142857143,44.078277,1.2059982877930326
GEBV Selection,4,8,0.6545285714285715,51.5419864,-
GEBV Selection,0,9,0.5000885714285714,30.4593081,-0.024116445681929985
GEBV Selection,1,9,0.5466771428571429,38.93374632,0.1466226488775534
GEBV Selection,2,9,0.6062571428571429,40.4889984,0.22670620904194477
GEBV Selection,3,9,0.6140428571428571,42.5373038,0.800816277365666
GEBV Selection,4,9,0.5807142857142857,40.3934176,-
GEBV Selection,0,10,0.5006635714285714,37.41305558,-0.004562097967459474
GEBV Selection,1,10,0.5334471428571428,40.2869332,0.08760622585588718
GEBV Selection,2,10,0.6025285714285714,41.9938992,0.6856751899869588
GEBV Selection,3,10,0.6153,44.4663268,1.2226827113558671
GEBV Selection,4,10,0.6261571428571429,44.5875194,-
GEBV Selection,0,11,0.4999692857142857,37.07518276,0.023679899325393706
GEBV Selection,1,11,0.5268728571428571,38.37567896,-0.04943782287222144
GEBV Selection,2,11,0.5967642857142857,50.3031681,0.3391080533679173
GEBV Selection,3,11,0.6418428571428572,50.1888518,0.6515643187247979
GEBV Selection,4,11,0.6668857142857143,49.1268702,-
GEBV Selection,0,12,0.5003457142857143,30.5526979,0.0037115101175879467
GEBV Selection,1,12,0.5504,37.4329255,0.120457172975552
GEBV Selection,2,12,0.6299,40.0826773,0.49754338028070044
GEBV Selection,3,12,0.6703857142857143,41.2173032,0.8829496401392163
GEBV Selection,4,12,0.7062428571428571,50.582691,-
GEBV Selection,0,13,0.5002614285714286,37.22556801,0.023930314528016392
GEBV Selection,1,13,0.5454342857142856,39.57691354,0.014247183590773099
GEBV Selection,2,13,0.6044357142857143,39.5602095,0.46861773154945496
GEBV Selection,3,13,0.6374142857142857,46.354198,0.694735053366134
GEBV Selection,4,13,0.6731857142857143,48.6609566,-
GEBV Selection,0,14,0.5003392857142858,41.40962677,0.00702819615502464
GEBV Selection,1,14,0.5360185714285713,36.91705328,0.026048626660229317
GEBV Selection,2,14,0.6067142857142857,40.6353703,0.34261571289298987
GEBV Selection,3,14,0.6264142857142857,40.8136152,0.8350538165529773
GEBV Selection,4,14,0.6380285714285714,44.2551716,-
GEBV Selection,0,15,0.5007092857142857,40.11816529,0.008660167892455942
GEBV Selection,1,15,0.5207342857142857,37.27320446,0.11508635313113465
GEBV Selection,2,15,0.5705571428571429,33.5070624,0.1848109116735461
GEBV Selection,3,15,0.6057142857142856,44.2844662,0.5004022398162951
GEBV Selection,4,15,0.6140428571428571,42.1173538,-
GEBV Selection,0,16,0.49953714285714285,36.68308012,0.026637345226467123
GEBV Selection,1,16,0.53454,35.21112702,0.02015943497126964
GEBV Selection,2,16,0.5906785714285714,41.3478972,0.30891476765490333
GEBV Selection,3,16,0.6237571428571428,44.2160448,0.620753060771902
GEBV Selection,4,16,0.6595714285714286,51.9274378,-
GEBV Selection,0,17,0.5000078571428571,31.53261734,0.009769449796833772
GEBV Selection,1,17,0.5515457142857142,40.92450984,-0.04556722497053056
GEBV Selection,2,17,0.6171857142857143,43.979075,0.38620565622107456
GEBV Selection,3,17,0.6307,47.4644518,0.8143381552528658
GEBV Selection,4,17,0.6445714285714286,47.6434382,-
GEBV Selection,0,18,0.5002085714285714,35.28785228,0.005703350301832679
GEBV Selection,1,18,0.5532342857142857,47.90580076,0.1597585013578894
GEBV Selection,2,18,0.6138642857142858,45.5010831,0.505718854320387
GEBV Selection,3,18,0.6544714285714286,47.262432,1.0732055015958943
GEBV Selection,4,18,0.6781142857142858,40.8703876,-
GEBV Selection,0,19,0.4992192857142857,39.82508439,-0.011818543034580128
GEBV Selection,1,19,0.5409742857142857,40.46007792,0.19801995676851106
GEBV Selection,2,19,0.6056357142857143,41.5709534,0.6274430342982471
GEBV Selection,3,19,0.6526000000000001,42.4015144,1.4206167925416033
GEBV Selection,4,19,0.6760428571428572,52.6513786,-
GEBV Selection,0,20,0.5002792857142857,35.23950222,0.00773772188705208
GEBV Selection,1,20,0.5323714285714285,35.47056868,0.12771995612140033
GEBV Selection,2,20,0.6042357142857143,42.4317171,0.554560775256532
GEBV Selection,3,20,0.6396428571428571,43.0882378,1.0829553305020472
GEBV Selection,4,20,0.6394428571428572,42.7967498,-
