Approach,Generation,Replication,Proportion of Desirable Alleles,Phenotypic Value,Inbreeding
ECV Selection,2,20,0.58065,5.128816,0.17323206343636602
ECV Selection,3,20,0.5342,5.4366132,0.14843324697466345
ECV Selection,4,20,0.631,6.8354998,-
ECV Selection,0,21,0.501015,4.8876125,-0.003997241514213569
ECV Selection,1,21,0.46602,3.99235676,0.09548353530856497
ECV Selection,2,21,0.39790000000000003,3.7025241,0.1638076195398067
ECV Selection,3,21,0.3919,4.1478964,0.12611429753291292
ECV Selection,4,21,0.4904,4.8638,-
ECV Selection,0,22,0.500175,5.53693535,0.007394001442109679
ECV Selection,1,22,0.52808,5.3866455,0.08192975272269239
ECV Selection,2,22,0.489,5.0001155,0.17340309085094863
ECV Selection,3,22,0.4248,4.1033326,0.18681226341931725
ECV Selection,4,22,0.5124,4.887749,-
ECV Selection,0,23,0.50141,4.41657058,-0.027151575003581608
ECV Selection,1,23,0.47390999999999994,4.00980378,0.11491668504921329
ECV Selection,2,23,0.4907,5.3171699,0.21338187486349183
ECV Selection,3,23,0.5256000000000001,4.9506878,0.20050772913366252
ECV Selection,4,23,0.6432,6.3078148,-
ECV Selection,0,24,0.49984,5.0840622,-0.013524550124027172
ECV Selection,1,24,0.53047,5.03171842,0.19363737539592663
ECV Selection,2,24,0.5197,5.2211541,0.20266830912480785
ECV Selection,3,24,0.5258,4.963198,0.20074057454296104
ECV Selection,4,24,0.7048,7.4702746,-
ECV Selection,0,25,0.49934500000000004,5.24395849,0.005312023223170279
ECV Selection,1,25,0.51654,4.64973794,0.05115516691909805
ECV Selection,2,25,0.4711,4.7516645,0.13284793037936884
ECV Selection,3,25,0.5063,4.6801318,0.11567550486739488
ECV Selection,4,25,0.5393,5.4554234,-
ECV Selection,0,26,0.49989,4.93958336,-0.007221238871302753
ECV Selection,1,26,0.47758,4.35586546,0.015269784658324343
ECV Selection,2,26,0.53745,4.7747031,0.19688532576980533
ECV Selection,3,26,0.4851,4.955672,0.22529679879503614
ECV Selection,4,26,0.5940000000000001,5.7432562,-
ECV Selection,0,27,0.49917,5.04058709,-0.007443364297943848
ECV Selection,1,27,0.5139199999999999,4.87964282,0.13963319241270944
ECV Selection,2,27,0.47815,4.3588009,0.184318294166612
ECV Selection,3,27,0.49779999999999996,4.949463,0.1877731685006257
ECV Selection,4,27,0.6072,5.655274,-
ECV Selection,0,28,0.49959,5.26496286,0.011933038796212846
ECV Selection,1,28,0.51047,5.36068676,0.10639795696289117
ECV Selection,2,28,0.5587500000000001,5.6194544,0.12899821978123074
ECV Selection,3,28,0.5988,5.3010924,0.1887423683653437
ECV Selection,4,28,0.7208,6.935539,-
ECV Selection,0,29,0.49981,5.38626275,0.0022501470044083887
ECV Selection,1,29,0.47924,5.24805736,0.10984694251192628
ECV Selection,2,29,0.51915,4.8895144,0.1938262313220919
ECV Selection,3,29,0.5085,4.8419628,0.18802654195133325
ECV Selection,4,29,0.5879,5.9384096,-
ECV Selection,0,30,0.498655,5.11163334,-0.003863066316346433
ECV Selection,1,30,0.50987,4.85509396,0.05626088663784673
ECV Selection,2,30,0.5077,4.2802687,0.15310449874505225
ECV Selection,3,30,0.579,5.2688838,0.12887433590747793
ECV Selection,4,30,0.7022,6.5546204,-
Phenotypic Selection,0,1,0.49932,4.72875364,-0.018241182618780633
Phenotypic Selection,1,1,0.4774,4.92425368,0.09130537613024987
Phenotypic Selection,2,1,0.46585,4.4944501,0.17527085922478472
Phenotypic Selection,3,1,0.5357999999999999,5.803151,0.4033662001187927
Phenotypic Selection,4,1,0.6873,7.5550526,-
Phenotypic Selection,0,2,0.49871999999999994,4.81966785,0.024641732746811217
Phenotypic Selection,1,2,0.46448999999999996,4.42774022,0.08748198625048383
Phenotypic Selection,2,2,0.42110000000000003,4.1531683,0.2834742658170195
Phenotypic Selection,3,2,0.305,3.228663,0.4582871232079559
Phenotypic Selection,4,2,0.3127,2.7350744,-
Phenotypic Selection,0,3,0.49877000000000005,5.06434046,-0.012826582015955802
Phenotypic Selection,1,3,0.49966999999999995,5.32382076,0.1184970131190447
Phenotypic Selection,2,3,0.44275000000000003,4.6288848,0.3632730750570799
Phenotypic Selection,3,3,0.4327,4.7800298,0.41158488686788713
Phenotypic Selection,4,3,0.4607,4.5905444,-
Phenotypic Selection,0,4,0.5002449999999999,5.13942612,-0.018804337979167775
Phenotypic Selection,1,4,0.48144,4.73372568,0.05008225921960658
Phenotypic Selection,2,4,0.45155,4.6321063,0.22749215388361366
Phenotypic Selection,3,4,0.3951,3.725604,0.3434029890178237
Phenotypic Selection,4,4,0.3888,4.0991954,-
Phenotypic Selection,0,5,0.500525,5.11215181,-0.0005128737377125361
Phenotypic Selection,1,5,0.48948,4.92124882,0.08038754862841219
Phenotypic Selection,2,5,0.44295,4.2114662,0.028840281088620093
Phenotypic Selection,3,5,0.3484,3.1420866,0.24532975715758235
Phenotypic Selection,4,5,0.26890000000000003,2.9735302,-
Phenotypic Selection,0,6,0.49898499999999996,4.89664403,0.01376187917067087
Phenotypic Selection,1,6,0.5122899999999999,4.96393634,0.09519344415715046
Phenotypic Selection,2,6,0.4807,4.9910306,0.24373875502673117
Phenotypic Selection,3,6,0.48840000000000006,5.4607078,0.3580348061347779
Phenotypic Selection,4,6,0.48360000000000003,4.9461238,-
Phenotypic Selection,0,7,0.50047,4.60889924,0.026675885930040753
Phenotypic Selection,1,7,0.48487,4.9794888,0.01160987946165103
Phenotypic Selection,2,7,0.48535000000000006,4.5063756,0.275829246727166
Phenotypic Selection,3,7,0.5029,5.0694866,0.4267993703756297
Phenotypic Selection,4,7,0.4875,5.2175368,-
Phenotypic Selection,0,8,0.49922000000000005,5.57284099,0.0009206687666015704
Phenotypic Selection,1,8,0.52688,5.50642602,0.026437801345527687
Phenotypic Selection,2,8,0.533,5.5986678,0.21316895935717184
Phenotypic Selection,3,8,0.6017,6.0662364,0.3514428950311152
Phenotypic Selection,4,8,0.5602,4.9760592,-
Phenotypic Selection,0,9,0.50093,5.35739213,-0.024332256673464323
Phenotypic Selection,1,9,0.50012,4.7754703,0.03198645927387258
Phenotypic Selection,2,9,0.4431,4.2363618,0.23339134948909893
Phenotypic Selection,3,9,0.45949999999999996,5.1038378,0.40373023624585674
Phenotypic Selection,4,9,0.3742,3.4687542,-
Phenotypic Selection,0,10,0.500725,5.26044103,0.012257533659042748
Phenotypic Selection,1,10,0.52945,5.24018954,0.10137931575239173
Phenotypic Selection,2,10,0.53835,5.4994543,0.130515867921799
Phenotypic Selection,3,10,0.5427,4.9917122,0.19245854460721892
Phenotypic Selection,4,10,0.5064,5.0620786,-
Phenotypic Selection,0,11,0.50222,5.27919798,0.000775160077581843
Phenotypic Selection,1,11,0.53766,5.19298516,0.13167565735038358
Phenotypic Selection,2,11,0.49965000000000004,4.5078612,0.08653423439487822
Phenotypic Selection,3,11,0.5115999999999999,4.8845404,0.16998655330400028
Phenotypic Selection,4,11,0.526,5.271933,-
Phenotypic Selection,0,12,0.50048,4.77769184,-0.022892629709460353
Phenotypic Selection,1,12,0.54403,5.77055806,0.21720046037051072
Phenotypic Selection,2,12,0.36164999999999997,3.8169836,0.260727244013695
Phenotypic Selection,3,12,0.3946,3.9488126,0.3421045361104195
Phenotypic Selection,4,12,0.4528,4.420663,-
Phenotypic Selection,0,13,0.49907,4.64163328,-0.015402954285922357
Phenotypic Selection,1,13,0.49365,4.7541549,0.07496724016592936
Phenotypic Selection,2,13,0.40555,4.2564844,0.31998196166613624
Phenotypic Selection,3,13,0.33599999999999997,3.5304386,0.37765883429484964
Phenotypic Selection,4,13,0.3337,3.222145,-
Phenotypic Selection,0,14,0.50302,5.11300686,-0.006868814690632804
Phenotypic Selection,1,14,0.50042,4.78929104,0.07785674002116218
Phenotypic Selection,2,14,0.52015,5.2504279,0.1295373906755851
Phenotypic Selection,3,14,0.5937,6.1610126,0.3663223998185973
Phenotypic Selection,4,14,0.6214000000000001,6.5412036,-
Phenotypic Selection,0,15,0.500095,5.45158213,-0.025026328629990543
Phenotypic Selection,1,15,0.52968,5.61584052,0.03077972632958469
Phenotypic Selection,2,15,0.4976,4.2588784,0.219956836432528
Phenotypic Selection,3,15,0.5322,5.3183788,0.19391401607854336
Phenotypic Selection,4,15,0.5700999999999999,5.9829694,-
Phenotypic Selection,0,16,0.502145,4.5094455,-0.016018127152283793
Phenotypic Selection,1,16,0.50789,5.35339138,0.13998345391837913
Phenotypic Selection,2,16,0.5357999999999999,5.7203991,0.11137271562933684
Phenotypic Selection,3,16,0.5595,5.5942024,0.15967518775253303
Phenotypic Selection,4,16,0.5894,5.8455926,-
Phenotypic Selection,0,17,0.499875,4.97243613,-0.014109991552624468
Phenotypic Selection,1,17,0.47975,4.8118268,0.0861674854588766
Phenotypic Selection,2,17,0.4502,4.4578481,0.21845390555561364
Phenotypic Selection,3,17,0.3669,3.6995484,0.3765456252930607
Phenotypic Selection,4,17,0.301,3.3595696,-
Phenotypic Selection,0,18,0.499915,5.17081674,-0.004170914710847133
Phenotypic Selection,1,18,0.56826,5.7222648,0.14106609123251354
Phenotypic Selection,2,18,0.52265,4.7946884,0.3160149759224889
Phenotypic Selection,3,18,0.5831000000000001,5.4959854,0.3565826922579282
Phenotypic Selection,4,18,0.4885,4.4900948,-
Phenotypic Selection,0,19,0.502985,4.71266589,0.0037135064455219276
Phenotypic Selection,1,19,0.52237,5.16652502,0.1304779931830256
Phenotypic Selection,2,19,0.51285,4.1702753,0.17244061045308548
Phenotypic Selection,3,19,0.47750000000000004,4.8600446,0.14337869130437814
Phenotypic Selection,4,19,0.5044,4.785411,-
Phenotypic Selection,0,20,0.500475,5.04248694,0.019487342256840536
Phenotypic Selection,1,20,0.51275,5.31369542,0.2097658129381407
Phenotypic Selection,2,20,0.4782,4.1018738,0.33792451453200484
Phenotypic Selection,3,20,0.4694,4.7878494,0.4286446629864931
Phenotypic Selection,4,20,0.5964,6.4763458,-
Phenotypic Selection,0,21,0.501015,4.8876125,0.0094282467919765
Phenotypic Selection,1,21,0.5367,4.697973,0.10585752019781965
Phenotypic Selection,2,21,0.59865,5.7164332,0.1989682061845081
Phenotypic Selection,3,21,0.6216,6.4440986,0.40024343107710303
Phenotypic Selection,4,21,0.6828000000000001,6.7943418,-
Phenotypic Selection,0,22,0.500175,5.53693535,-0.003133872604239876
Phenotypic Selection,1,22,0.50734,5.18078266,0.0942491582615041
Phenotypic Selection,2,22,0.5456000000000001,5.5681376,0.19455663746153515
Phenotypic Selection,3,22,0.5071,4.9346166,0.5329223371196864
Phenotypic Selection,4,22,0.5364,5.140937,-
Phenotypic Selection,0,23,0.50141,4.41657058,0.029973498326981464
Phenotypic Selection,1,23,0.49349999999999994,4.20404142,0.10257522195353112
Phenotypic Selection,2,23,0.53635,5.7677818,0.22934479608677807
Phenotypic Selection,3,23,0.5307000000000001,4.9980138,0.3782635643677729
Phenotypic Selection,4,23,0.5745,5.6215926,-
Phenotypic Selection,0,24,0.49984,5.0840622,0.026476166280444417
Phenotypic Selection,1,24,0.49688999999999994,4.69351478,0.017358148705839887
Phenotypic Selection,2,24,0.4164,4.1774211,0.16971529286959708
Phenotypic Selection,3,24,0.40679999999999994,3.763344,0.31589694532636686
Phenotypic Selection,4,24,0.3523,3.9367646,-
Phenotypic Selection,0,25,0.49934500000000004,5.24395849,-0.016570685956856592
Phenotypic Selection,1,25,0.52177,4.69654962,0.12753469130634879
Phenotypic Selection,2,25,0.6514,6.5550717,0.2666366536496067
Phenotypic Selection,3,25,0.6878,6.4861798,0.3035505670478016
Phenotypic Selection,4,25,0.6860999999999999,6.9237732,-
Phenotypic Selection,0,26,0.49989,4.93958336,0.010430988207803155
Phenotypic Selection,1,26,0.5396,4.9771441,0.19521755238010746
Phenotypic Selection,2,26,0.6017,5.424932,0.38755758436307036
Phenotypic Selection,3,26,0.5529,5.6218382,0.36214314744256326
Phenotypic Selection,4,26,0.5699,5.4933662,-
Phenotypic Selection,0,27,0.49917,5.04058709,-0.025022196110329575
Phenotypic Selection,1,27,0.453,4.27268014,0.05825223793063484
Phenotypic Selection,2,27,0.4584,4.162695,0.3467425827568661
Phenotypic Selection,3,27,0.5422,5.3979412,0.4593506095356225
Phenotypic Selection,4,27,0.5197,4.7869014,-
Phenotypic Selection,0,28,0.49959,5.26496286,-0.008879990015656826
Phenotypic Selection,1,28,0.53852,5.64361582,0.04779133959467887
Phenotypic Selection,2,28,0.6252500000000001,6.2795804,0.15293604477007683
Phenotypic Selection,3,28,0.7106,6.4391126,0.33654878237906133
Phenotypic Selection,4,28,0.7144999999999999,6.8870928,-
Phenotypic Selection,0,29,0.49981,5.38626275,-0.030332941102067877
Phenotypic Selection,1,29,0.48200000000000004,5.27588224,-0.009973597337290965
Phenotypic Selection,2,29,0.48019999999999996,4.5034642,0.24705506232143623
Phenotypic Selection,3,29,0.46790000000000004,4.4377366,0.11187093198325408
Phenotypic Selection,4,29,0.49589999999999995,5.0151278,-
Phenotypic Selection,0,30,0.498655,5.11163334,-0.0027963765264671044
Phenotypic Selection,1,30,0.49085999999999996,4.66014696,-0.00983052145894184
Phenotypic Selection,2,30,0.56655,4.8697269,0.24515185210205134
Phenotypic Selection,3,30,0.5524,4.9961378,0.3612487076154008
Phenotypic Selection,4,30,0.5657,5.1682626,-
GEBV Selection,0,1,0.49932,4.72875364,0.08438462173605918
GEBV Selection,1,1,0.59934,6.1431705,0.2726016156179281
GEBV Selection,2,1,0.5259,5.0944022,0.5744219094880587
GEBV Selection,3,1,0.4992,5.4420648,1.1778533653313892
GEBV Selection,4,1,0.5416000000000001,6.1097186,-
GEBV Selection,0,2,0.49871999999999994,4.81966785,0.014430771345930508
GEBV Selection,1,2,0.54362,5.2186115,0.13005377438659638
GEBV Selection,2,2,0.5660499999999999,5.6080932,0.5641536883077123
GEBV Selection,3,2,0.584,6.0179328,1.1039614777052924
GEBV Selection,4,2,0.6871,6.4866682,-
GEBV Selection,0,3,0.49877000000000005,5.06434046,0.003584674468719211
GEBV Selection,1,3,0.4761,5.08955248,0.0797824695561684
GEBV Selection,2,3,0.4189,4.3945359,0.456990661878535
GEBV Selection,3,3,0.3829,4.284772,0.6397222484087071
GEBV Selection,4,3,0.5039,5.0263924,-
GEBV Selection,0,4,0.5002449999999999,5.13942612,0.010294366188284295
GEBV Selection,1,4,0.47546,4.67503868,0.04384579386987063
GEBV Selection,2,4,0.44320000000000004,4.5461794,0.31114019813907123
GEBV Selection,3,4,0.4593,4.366664,0.49752896302409394
GEBV Selection,4,4,0.5145,5.3525394,-
GEBV Selection,0,5,0.500525,5.11215181,-0.005648893426332309
GEBV Selection,1,5,0.48305999999999993,4.85306134,0.06918918353685533
GEBV Selection,2,5,0.31725,2.960534,0.4413732275425719
GEBV Selection,3,5,0.2435,2.1081306,0.919735746679474
GEBV Selection,4,5,0.43579999999999997,4.6635624,-
GEBV Selection,0,6,0.49898499999999996,4.89664403,0.021216797223675535
GEBV Selection,1,6,0.51901,5.03108202,0.10491196194601222
GEBV Selection,2,6,0.56575,5.8386597,0.2742768314693662
GEBV Selection,3,6,0.48200000000000004,5.396864,0.9567705422175002
GEBV Selection,4,6,0.6112,6.2286818,-
GEBV Selection,0,7,0.50047,4.60889924,0.027201393862889393
GEBV Selection,1,7,0.5194099999999999,5.323013,0.2929249512003494
GEBV Selection,2,7,0.509,4.7479438,0.50652323173586
GEBV Selection,3,7,0.4676,4.7317746,1.2046278497450031
GEBV Selection,4,7,0.5860000000000001,6.2211868,-
GEBV Selection,0,8,0.49922000000000005,5.57284099,0.01605039737359856
GEBV Selection,1,8,0.54592,5.6949858,0.08422078099858885
GEBV Selection,2,8,0.5349999999999999,5.6170615,0.5578729677331086
GEBV Selection,3,8,0.5279,5.3203168,1.2059982877930326
GEBV Selection,4,8,0.6083999999999999,5.4569514,-
GEBV Selection,0,9,0.50093,5.35739213,-0.024116445681929985
GEBV Selection,1,9,0.48517,4.6243253,0.1466226488775534
GEBV Selection,2,9,0.4008,3.8062337,0.22670620904194477
GEBV Selection,3,9,0.4131,4.6394998,0.800816277365666
GEBV Selection,4,9,0.6865,6.5917124,-
GEBV Selection,0,10,0.500725,5.26044103,-0.004562097967459474
GEBV Selection,1,10,0.50804,5.02196588,0.08760622585588718
GEBV Selection,2,10,0.505,5.1666371,0.6856751899869588
GEBV Selection,3,10,0.5343,4.9082276,1.2226827113558671
GEBV Selection,4,10,0.6607999999999999,6.5970924,-
GEBV Selection,0,11,0.50222,5.27919798,0.023679899325393706
GEBV Selection,1,11,0.52665,5.0820045,-0.04943782287222144
GEBV Selection,2,11,0.42634999999999995,3.7734383,0.3391080533679173
GEBV Selection,3,11,0.3801,3.5559484,0.6515643187247979
GEBV Selection,4,11,0.5152,5.1596112,-
GEBV Selection,0,12,0.50048,4.77769184,0.0037115101175879467
GEBV Selection,1,12,0.44683,4.79821892,0.120457172975552
GEBV Selection,2,12,0.3715,3.9187776,0.49754338028070044
GEBV Selection,3,12,0.354,3.5484946,0.8829496401392163
GEBV Selection,4,12,0.4812,4.7105872,-
GEBV Selection,0,13,0.49907,4.64163328,0.023930314528016392
GEBV Selection,1,13,0.45830000000000004,4.40096862,0.014247183590773099
GEBV Selection,2,13,0.45199999999999996,4.7254413,0.46861773154945496
GEBV Selection,3,13,0.3956,4.1301466,0.694735053366134
GEBV Selection,4,13,0.4606,4.491811,-
GEBV Selection,0,14,0.50302,5.11300686,0.00702819615502464
GEBV Selection,1,14,0.50616,4.84641162,0.026048626660229317
GEBV Selection,2,14,0.5443,5.5021268,0.34261571289298987
GEBV Selection,3,14,0.49829999999999997,5.210691,0.8350538165529773
GEBV Selection,4,14,0.6491,6.8139918,-
GEBV Selection,0,15,0.500095,5.45158213,0.008660167892455942
GEBV Selection,1,15,0.4848,5.16849628,0.11508635313113465
GEBV Selection,2,15,0.42885,3.5736243,0.1848109116735461
GEBV Selection,3,15,0.4058,4.038977,0.5004022398162951
GEBV Selection,4,15,0.4748,5.0213754,-
GEBV Selection,0,16,0.502145,4.5094455,0.026637345226467123
GEBV Selection,1,16,0.46726999999999996,4.94440888,0.02015943497126964
GEBV Selection,2,16,0.45175,4.8804792,0.30891476765490333
GEBV Selection,3,16,0.5051,5.0448366,0.620753060771902
GEBV Selection,4,16,0.5814,5.7623126,-
GEBV Selection,0,17,0.499875,4.97243613,0.009769449796833772
GEBV Selection,1,17,0.48177000000000003,4.83473826,-0.04556722497053056
GEBV Selection,2,17,0.5556,5.5123482,0.38620565622107456
GEBV Selection,3,17,0.5606,5.6515084,0.8143381552528658
GEBV Selection,4,17,0.7169,7.5326296,-
GEBV Selection,0,18,0.499915,5.17081674,0.005703350301832679
GEBV Selection,1,18,0.50712,5.1119306,0.1597585013578894
GEBV Selection,2,18,0.45289999999999997,4.1002652,0.505718854320387
GEBV Selection,3,18,0.538,5.0441234,1.0732055015958943
GEBV Selection,4,18,0.6434,6.040925,-
GEBV Selection,0,19,0.502985,4.71266589,-0.011818543034580128
GEBV Selection,1,19,0.523,5.17143902,0.19801995676851106
GEBV Selection,2,19,0.5025000000000001,4.0632191,0.6274430342982471
GEBV Selection,3,19,0.47569999999999996,4.837711,1.4206167925416033
GEBV Selection,4,19,0.5227,4.967095,-
GEBV Selection,0,20,0.500475,5.04248694,0.00773772188705208
GEBV Selection,1,20,0.5239,5.42482774,0.12771995612140033
GEBV Selection,2,20,0.44820000000000004,3.8072227,0.554560775256532
GEBV Selection,3,20,0.3753,3.8621792,1.0829553305020472
GEBV Selection,4,20,0.44329999999999997,4.9651298,-
GEBV Selection,0,21,0.501015,4.8876125,0.004118766220473681
GEBV Selection,1,21,0.48163,4.1474689,0.03614225116891626
GEBV Selection,2,21,0.47785,4.5048982,0.3278142727991377
GEBV Selection,3,21,0.47240000000000004,4.9556946,0.6465723372300481
GEBV Selection,4,21,0.6097,6.056118,-
GEBV Selection,0,22,0.500175,5.53693535,0.012585935496724461
GEBV Selection,1,22,0.48529,4.95912966,0.1845194620172964
GEBV Selection,2,22,0.51585,5.2780107,0.4699662325088239
GEBV Selection,3,22,0.5709,5.5684628,0.5878318096782154
GEBV Selection,4,22,0.7169,6.935675,-
GEBV Selection,0,23,0.50141,4.41657058,0.002631990773046575
GEBV Selection,1,23,0.47885,4.06095794,-0.010486941392233785
GEBV Selection,2,23,0.45085,4.9150719,0.3197793015962717
GEBV Selection,3,23,0.5354,5.0514116,0.4151794742393154
GEBV Selection,4,23,0.6029,5.9022946,-
GEBV Selection,0,24,0.49984,5.0840622,-0.03043313092634895
GEBV Selection,1,24,0.49151999999999996,4.63988522,0.14941604273904857
GEBV Selection,2,24,0.4723,4.743319,0.4771665105653198
GEBV Selection,3,24,0.40759999999999996,3.7722498,0.913529194760502
GEBV Selection,4,24,0.45359999999999995,4.9465364,-
GEBV Selection,0,25,0.49934500000000004,5.24395849,0.01215453760651088
GEBV Selection,1,25,0.50063,4.4868991,0.01839617325147236
GEBV Selection,2,25,0.46105,4.6578274,0.4389168297571035
GEBV Selection,3,25,0.36960000000000004,3.300692,0.9403337462302096
GEBV Selection,4,25,0.5313,5.3811174,-
GEBV Selection,0,26,0.49989,4.93958336,-0.004896119392480707
GEBV Selection,1,26,0.47135999999999995,4.29411378,0.08423649736046561
GEBV Selection,2,26,0.46085000000000004,4.0075153,0.4675191961881674
GEBV Selection,3,26,0.4338,4.441286,1.3025147612634447
GEBV Selection,4,26,0.5578000000000001,5.384926,-
GEBV Selection,0,27,0.49917,5.04058709,0.020445392668901715
GEBV Selection,1,27,0.56227,5.36283492,0.1147584373066816
GEBV Selection,2,27,0.56245,5.2021487,0.4343840893388232
GEBV Selection,3,27,0.43410000000000004,4.3195454,0.8263636246654537
GEBV Selection,4,27,0.5740999999999999,5.3257758,-
