Approach,Generation,Replication,Proportion of Desirable Alleles,Phenotypic Value,Inbreeding
ECV Selection,3,12,0.7228,25.2129952,0.2117479144989592
ECV Selection,4,12,0.718575,23.8344868,-
ECV Selection,0,13,0.49952375,19.21818025,-0.021331580085033934
ECV Selection,1,13,0.612745,23.1573047,0.025629151747438378
ECV Selection,2,13,0.6069375,21.6536388,0.018705065139839622
ECV Selection,3,13,0.67245,26.1716732,0.13757912192680294
ECV Selection,4,13,0.693525,23.227960799999998,-
ECV Selection,0,14,0.50112875,19.79915332,0.009198457795973192
ECV Selection,1,14,0.6214649999999999,22.38793662,0.09375721434962368
ECV Selection,2,14,0.6533875,25.0093501,0.2029617111349738
ECV Selection,3,14,0.676725,24.8687244,0.21661072743705662
ECV Selection,4,14,0.6944250000000001,26.1038748,-
ECV Selection,0,15,0.49877125,19.95819558,0.005376320625652838
ECV Selection,1,15,0.6398875,21.89269886,0.09607347385549576
ECV Selection,2,15,0.6924125,23.1933733,0.18460446103450998
ECV Selection,3,15,0.7159500000000001,24.6704914,0.2032062444803182
ECV Selection,4,15,0.71555,22.8470368,-
ECV Selection,0,16,0.50021,19.41257732,0.03408550899589396
ECV Selection,1,16,0.625895,24.7636473,0.06442740066220225
ECV Selection,2,16,0.667525,23.9597442,0.11506624023670922
ECV Selection,3,16,0.7086,26.5021644,0.14870525948855823
ECV Selection,4,16,0.72,25.838537,-
ECV Selection,0,17,0.49960125,19.5523797,0.011433405146888658
ECV Selection,1,17,0.624905,21.33052662,0.03831096125738369
ECV Selection,2,17,0.6401875,23.1437936,0.15335891877398578
ECV Selection,3,17,0.678625,26.6103954,0.17431360982126812
ECV Selection,4,17,0.6992499999999999,23.4978084,-
ECV Selection,0,18,0.5001475,22.87737161,0.001445978068705873
ECV Selection,1,18,0.62431,21.17039178,0.19330758765141734
ECV Selection,2,18,0.6516875,23.6716681,0.21644429428580605
ECV Selection,3,18,0.70755,25.0878994,0.2353788167268472
ECV Selection,4,18,0.719875,28.038564,-
ECV Selection,0,19,0.50144,19.52799673,-0.016047850776934255
ECV Selection,1,19,0.64507,24.6534897,0.12202773319570843
ECV Selection,2,19,0.6666875,25.7447354,0.19945992945607002
ECV Selection,3,19,0.7123999999999999,26.49505,0.23755246413443531
ECV Selection,4,19,0.7102999999999999,25.8536434,-
ECV Selection,0,20,0.5001212500000001,19.65468395,-0.010885684813586403
ECV Selection,1,20,0.6374025,23.59323898,0.16305772290144335
ECV Selection,2,20,0.6725125000000001,25.2238078,0.17323206343636602
ECV Selection,3,20,0.7291000000000001,24.6264316,0.14843324697466345
ECV Selection,4,20,0.7152000000000001,25.319375,-
ECV Selection,0,21,0.49943125000000005,19.75649229,-0.003997241514213569
ECV Selection,1,21,0.635355,24.08258774,0.09548353530856497
ECV Selection,2,21,0.68885,22.9107893,0.1638076195398067
ECV Selection,3,21,0.712825,27.4995752,0.12611429753291292
ECV Selection,4,21,0.719025,24.5980986,-
ECV Selection,0,22,0.49983500000000003,19.87635749,0.007394001442109679
ECV Selection,1,22,0.6299699999999999,23.18730448,0.08192975272269239
ECV Selection,2,22,0.6501125,25.653986,0.17340309085094863
ECV Selection,3,22,0.6910999999999999,25.3990364,0.18681226341931725
ECV Selection,4,22,0.671375,24.1911348,-
ECV Selection,0,23,0.50031875,20.53985854,-0.027151575003581608
ECV Selection,1,23,0.6298,23.8159567,0.11491668504921329
ECV Selection,2,23,0.6535249999999999,23.2400604,0.21338187486349183
ECV Selection,3,23,0.6869,26.8351148,0.20050772913366252
ECV Selection,4,23,0.6880499999999999,24.6924222,-
ECV Selection,0,24,0.50083,19.53926274,-0.013524550124027172
ECV Selection,1,24,0.6382749999999999,22.70902138,0.19363737539592663
ECV Selection,2,24,0.6612125,21.6593567,0.20266830912480785
ECV Selection,3,24,0.67935,24.5070624,0.20074057454296104
ECV Selection,4,24,0.70675,22.129484,-
ECV Selection,0,25,0.5001075,19.69197303,0.005312023223170279
ECV Selection,1,25,0.6364,22.5877187,0.05115516691909805
ECV Selection,2,25,0.666975,26.8154385,0.13284793037936884
ECV Selection,3,25,0.6844,24.9779246,0.11567550486739488
ECV Selection,4,25,0.70405,25.194080800000002,-
ECV Selection,0,26,0.49930250000000004,20.42968172,-0.007221238871302753
ECV Selection,1,26,0.62297,23.17079314,0.015269784658324343
ECV Selection,2,26,0.65625,24.9441923,0.19688532576980533
ECV Selection,3,26,0.7021,22.894099,0.22529679879503614
ECV Selection,4,26,0.718475,25.6697902,-
ECV Selection,0,27,0.5005025,19.33133921,-0.007443364297943848
ECV Selection,1,27,0.623645,24.31915348,0.13963319241270944
ECV Selection,2,27,0.6613625,26.0035004,0.184318294166612
ECV Selection,3,27,0.6981499999999999,24.1487352,0.1877731685006257
ECV Selection,4,27,0.71865,23.1189252,-
ECV Selection,0,28,0.5002737500000001,19.12065471,0.011933038796212846
ECV Selection,1,28,0.6318374999999999,22.48330082,0.10639795696289117
ECV Selection,2,28,0.6479125,23.5703017,0.12899821978123074
ECV Selection,3,28,0.6678499999999999,24.002139,0.1887423683653437
ECV Selection,4,28,0.6880499999999999,24.1491218,-
ECV Selection,0,29,0.5008325,17.65017629,0.0022501470044083887
ECV Selection,1,29,0.6255675,22.24576864,0.10984694251192628
ECV Selection,2,29,0.659375,26.0014244,0.1938262313220919
ECV Selection,3,29,0.690925,21.985873,0.18802654195133325
ECV Selection,4,29,0.686,23.1900018,-
ECV Selection,0,30,0.50096,17.42051894,-0.003863066316346433
ECV Selection,1,30,0.641805,23.20053156,0.05626088663784673
ECV Selection,2,30,0.6689499999999999,23.2737421,0.15310449874505225
ECV Selection,3,30,0.687525,25.1449348,0.12887433590747793
ECV Selection,4,30,0.6920499999999999,23.1879822,-
Phenotypic Selection,0,1,0.5001975,20.4959197,-0.018241182618780633
Phenotypic Selection,1,1,0.5217275,21.44932048,0.09130537613024987
Phenotypic Selection,2,1,0.5132875,22.225353,0.17527085922478472
Phenotypic Selection,3,1,0.483475,21.6643896,0.4033662001187927
Phenotypic Selection,4,1,0.485775,21.9795354,-
Phenotypic Selection,0,2,0.50013625,19.8385472,0.024641732746811217
Phenotypic Selection,1,2,0.5538575,22.88881434,0.08748198625048383
Phenotypic Selection,2,2,0.5347000000000001,20.4179422,0.2834742658170195
Phenotypic Selection,3,2,0.519275,20.785315,0.4582871232079559
Phenotypic Selection,4,2,0.5149250000000001,21.165808,-
Phenotypic Selection,0,3,0.4998425,20.64303263,-0.012826582015955802
Phenotypic Selection,1,3,0.5015025,20.07686576,0.1184970131190447
Phenotypic Selection,2,3,0.50555,19.7513888,0.3632730750570799
Phenotypic Selection,3,3,0.46900000000000003,19.4088536,0.41158488686788713
Phenotypic Selection,4,3,0.45045,18.1212566,-
Phenotypic Selection,0,4,0.5006225,19.43836596,-0.018804337979167775
Phenotypic Selection,1,4,0.5404375,20.79468444,0.05008225921960658
Phenotypic Selection,2,4,0.5820000000000001,19.025791,0.22749215388361366
Phenotypic Selection,3,4,0.578925,22.3853164,0.3434029890178237
Phenotypic Selection,4,4,0.5216999999999999,23.2565634,-
Phenotypic Selection,0,5,0.49934,17.40715663,-0.0005128737377125361
Phenotypic Selection,1,5,0.50773,20.81259974,0.08038754862841219
Phenotypic Selection,2,5,0.48786250000000003,19.3622162,0.028840281088620093
Phenotypic Selection,3,5,0.505625,18.9819408,0.24532975715758235
Phenotypic Selection,4,5,0.5004500000000001,21.6575068,-
Phenotypic Selection,0,6,0.49896375,21.89404802,0.01376187917067087
Phenotypic Selection,1,6,0.527865,19.13779114,0.09519344415715046
Phenotypic Selection,2,6,0.5090749999999999,21.0485837,0.24373875502673117
Phenotypic Selection,3,6,0.49329999999999996,23.21055,0.3580348061347779
Phenotypic Selection,4,6,0.527175,21.680427,-
Phenotypic Selection,0,7,0.4997025,18.07332794,0.026675885930040753
Phenotypic Selection,1,7,0.5260024999999999,23.84822696,0.01160987946165103
Phenotypic Selection,2,7,0.5273,21.9875974,0.275829246727166
Phenotypic Selection,3,7,0.50545,23.0179364,0.4267993703756297
Phenotypic Selection,4,7,0.49102499999999993,19.0652714,-
Phenotypic Selection,0,8,0.49991,18.22965039,0.0009206687666015704
Phenotypic Selection,1,8,0.533895,18.48975176,0.026437801345527687
Phenotypic Selection,2,8,0.47926250000000004,19.4836539,0.21316895935717184
Phenotypic Selection,3,8,0.449425,19.9097224,0.3514428950311152
Phenotypic Selection,4,8,0.47404999999999997,20.3487794,-
Phenotypic Selection,0,9,0.4998675,18.7915657,-0.024332256673464323
Phenotypic Selection,1,9,0.5454325,22.16897604,0.03198645927387258
Phenotypic Selection,2,9,0.5342374999999999,21.4038885,0.23339134948909893
Phenotypic Selection,3,9,0.5069,21.1875452,0.40373023624585674
Phenotypic Selection,4,9,0.45982500000000004,20.9918118,-
Phenotypic Selection,0,10,0.49906375000000003,20.72965929,0.012257533659042748
Phenotypic Selection,1,10,0.5543750000000001,25.52343846,0.10137931575239173
Phenotypic Selection,2,10,0.5153,19.1889963,0.130515867921799
Phenotypic Selection,3,10,0.47779999999999995,19.7288286,0.19245854460721892
Phenotypic Selection,4,10,0.470775,20.6535782,-
Phenotypic Selection,0,11,0.50059375,19.04581631,0.000775160077581843
Phenotypic Selection,1,11,0.5244375,21.23227428,0.13167565735038358
Phenotypic Selection,2,11,0.4867125,19.5071478,0.08653423439487822
Phenotypic Selection,3,11,0.473625,19.9853696,0.16998655330400028
Phenotypic Selection,4,11,0.42197500000000004,19.5686666,-
Phenotypic Selection,0,12,0.4992875,19.69105022,-0.022892629709460353
Phenotypic Selection,1,12,0.53868,20.44182458,0.21720046037051072
Phenotypic Selection,2,12,0.5223625000000001,20.3464394,0.260727244013695
Phenotypic Selection,3,12,0.5158750000000001,21.1955098,0.3421045361104195
Phenotypic Selection,4,12,0.5416000000000001,19.9733508,-
Phenotypic Selection,0,13,0.49952375,19.21818025,-0.015402954285922357
Phenotypic Selection,1,13,0.5355225,21.36530818,0.07496724016592936
Phenotypic Selection,2,13,0.5279625,20.7408455,0.31998196166613624
Phenotypic Selection,3,13,0.56945,25.2944986,0.37765883429484964
Phenotypic Selection,4,13,0.587175,22.2158328,-
Phenotypic Selection,0,14,0.50112875,19.79915332,-0.006868814690632804
Phenotypic Selection,1,14,0.5542825,21.97621606,0.07785674002116218
Phenotypic Selection,2,14,0.55035,23.7909715,0.1295373906755851
Phenotypic Selection,3,14,0.5233749999999999,22.7130308,0.3663223998185973
Phenotypic Selection,4,14,0.48605,23.778848,-
Phenotypic Selection,0,15,0.49877125,19.95819558,-0.025026328629990543
Phenotypic Selection,1,15,0.533085,19.45144576,0.03077972632958469
Phenotypic Selection,2,15,0.5125,19.0499084,0.219956836432528
Phenotypic Selection,3,15,0.5146,20.2885816,0.19391401607854336
Phenotypic Selection,4,15,0.5298,18.9393748,-
Phenotypic Selection,0,16,0.50021,19.41257732,-0.016018127152283793
Phenotypic Selection,1,16,0.5272574999999999,22.83341214,0.13998345391837913
Phenotypic Selection,2,16,0.5415125,21.351199,0.11137271562933684
Phenotypic Selection,3,16,0.501825,21.6941876,0.15967518775253303
Phenotypic Selection,4,16,0.5027250000000001,20.2743624,-
Phenotypic Selection,0,17,0.49960125,19.5523797,-0.014109991552624468
Phenotypic Selection,1,17,0.5477624999999999,20.75090992,0.0861674854588766
Phenotypic Selection,2,17,0.5429,21.7615965,0.21845390555561364
Phenotypic Selection,3,17,0.570475,24.3430258,0.3765456252930607
Phenotypic Selection,4,17,0.55755,22.1497226,-
Phenotypic Selection,0,18,0.5001475,22.87737161,-0.004170914710847133
Phenotypic Selection,1,18,0.5219275,19.03703544,0.14106609123251354
Phenotypic Selection,2,18,0.528775,20.9248408,0.3160149759224889
Phenotypic Selection,3,18,0.516825,20.1727454,0.3565826922579282
Phenotypic Selection,4,18,0.48607500000000003,19.8246198,-
Phenotypic Selection,0,19,0.50144,19.52799673,0.0037135064455219276
Phenotypic Selection,1,19,0.5419125,22.23845392,0.1304779931830256
Phenotypic Selection,2,19,0.5350125,23.4422456,0.17244061045308548
Phenotypic Selection,3,19,0.49902499999999994,20.829587,0.14337869130437814
Phenotypic Selection,4,19,0.4622,19.5000284,-
Phenotypic Selection,0,20,0.5001212500000001,19.65468395,0.019487342256840536
Phenotypic Selection,1,20,0.5007825,20.15884572,0.2097658129381407
Phenotypic Selection,2,20,0.4178,19.2190177,0.33792451453200484
Phenotypic Selection,3,20,0.41027500000000006,16.9858022,0.4286446629864931
Phenotypic Selection,4,20,0.4039,18.1908664,-
Phenotypic Selection,0,21,0.49943125000000005,19.75649229,0.0094282467919765
Phenotypic Selection,1,21,0.52261,21.3166522,0.10585752019781965
Phenotypic Selection,2,21,0.4961375,16.7464537,0.1989682061845081
Phenotypic Selection,3,21,0.548075,21.1351608,0.40024343107710303
Phenotypic Selection,4,21,0.510175,17.8628634,-
Phenotypic Selection,0,22,0.49983500000000003,19.87635749,-0.003133872604239876
Phenotypic Selection,1,22,0.5411374999999999,21.37818154,0.0942491582615041
Phenotypic Selection,2,22,0.5448375000000001,23.1580555,0.19455663746153515
Phenotypic Selection,3,22,0.575175,23.0510422,0.5329223371196864
Phenotypic Selection,4,22,0.54235,22.4190808,-
Phenotypic Selection,0,23,0.50031875,20.53985854,0.029973498326981464
Phenotypic Selection,1,23,0.53994,22.00780978,0.10257522195353112
Phenotypic Selection,2,23,0.530525,20.6649709,0.22934479608677807
Phenotypic Selection,3,23,0.5532,23.387124,0.3782635643677729
Phenotypic Selection,4,23,0.5782,21.7586808,-
Phenotypic Selection,0,24,0.50083,19.53926274,0.026476166280444417
Phenotypic Selection,1,24,0.51844,19.62074214,0.017358148705839887
Phenotypic Selection,2,24,0.45177500000000004,17.0192823,0.16971529286959708
Phenotypic Selection,3,24,0.43477499999999997,18.6443548,0.31589694532636686
Phenotypic Selection,4,24,0.46349999999999997,16.2213796,-
Phenotypic Selection,0,25,0.5001075,19.69197303,-0.016570685956856592
Phenotypic Selection,1,25,0.5414825000000001,20.43564736,0.12753469130634879
Phenotypic Selection,2,25,0.47952500000000003,22.1890172,0.2666366536496067
Phenotypic Selection,3,25,0.48129999999999995,19.175019,0.3035505670478016
Phenotypic Selection,4,25,0.4619,18.6944514,-
Phenotypic Selection,0,26,0.49930250000000004,20.42968172,0.010430988207803155
Phenotypic Selection,1,26,0.5380275,21.4334317,0.19521755238010746
Phenotypic Selection,2,26,0.538375,22.0488735,0.38755758436307036
Phenotypic Selection,3,26,0.521875,19.4307262,0.36214314744256326
Phenotypic Selection,4,26,0.49017499999999997,20.4205566,-
Phenotypic Selection,0,27,0.5005025,19.33133921,-0.025022196110329575
Phenotypic Selection,1,27,0.51098,21.7893721,0.05825223793063484
Phenotypic Selection,2,27,0.5154,22.6049333,0.3467425827568661
Phenotypic Selection,3,27,0.49640000000000006,19.620718,0.4593506095356225
Phenotypic Selection,4,27,0.502325,18.3915342,-
Phenotypic Selection,0,28,0.5002737500000001,19.12065471,-0.008879990015656826
Phenotypic Selection,1,28,0.5402475,21.34791102,0.04779133959467887
Phenotypic Selection,2,28,0.5086875,21.4163137,0.15293604477007683
Phenotypic Selection,3,28,0.5147999999999999,20.6602874,0.33654878237906133
Phenotypic Selection,4,28,0.514075,20.509779,-
Phenotypic Selection,0,29,0.5008325,17.65017629,-0.030332941102067877
Phenotypic Selection,1,29,0.5026675,19.25673646,-0.009973597337290965
Phenotypic Selection,2,29,0.50315,22.5443069,0.24705506232143623
Phenotypic Selection,3,29,0.47795,17.1535692,0.11187093198325408
Phenotypic Selection,4,29,0.46265,17.0597218,-
Phenotypic Selection,0,30,0.50096,17.42051894,-0.0027963765264671044
Phenotypic Selection,1,30,0.5453175,20.0956787,-0.00983052145894184
Phenotypic Selection,2,30,0.50285,19.0797154,0.24515185210205134
Phenotypic Selection,3,30,0.46572500000000006,19.9993312,0.3612487076154008
Phenotypic Selection,4,30,0.4272,16.329646,-
GEBV Selection,0,1,0.5001975,20.4959197,0.08438462173605918
GEBV Selection,1,1,0.480695,20.75380082,0.2726016156179281
GEBV Selection,2,1,0.5163125,23.0512878,0.5744219094880587
GEBV Selection,3,1,0.54075,23.5269666,1.1778533653313892
GEBV Selection,4,1,0.5886250000000001,25.791945,-
GEBV Selection,0,2,0.50013625,19.8385472,0.014430771345930508
GEBV Selection,1,2,0.6245350000000001,24.98095788,0.13005377438659638
GEBV Selection,2,2,0.6479,23.5235658,0.5641536883077123
GEBV Selection,3,2,0.6961999999999999,26.2682332,1.1039614777052924
GEBV Selection,4,2,0.72675,27.6634766,-
GEBV Selection,0,3,0.4998425,20.64303263,0.003584674468719211
GEBV Selection,1,3,0.5956349999999999,24.11458158,0.0797824695561684
GEBV Selection,2,3,0.6545625,25.6248786,0.456990661878535
GEBV Selection,3,3,0.675025,28.876024,0.6397222484087071
GEBV Selection,4,3,0.6789,27.9162546,-
GEBV Selection,0,4,0.5006225,19.43836596,0.010294366188284295
GEBV Selection,1,4,0.6345850000000001,24.09335926,0.04384579386987063
GEBV Selection,2,4,0.6457499999999999,20.7369465,0.31114019813907123
GEBV Selection,3,4,0.64435,24.849021,0.49752896302409394
GEBV Selection,4,4,0.650575,26.9988084,-
GEBV Selection,0,5,0.49934,17.40715663,-0.005648893426332309
GEBV Selection,1,5,0.60294,24.48822518,0.06918918353685533
GEBV Selection,2,5,0.6070249999999999,24.3088062,0.4413732275425719
GEBV Selection,3,5,0.6199250000000001,24.4357712,0.919735746679474
GEBV Selection,4,5,0.629875,27.0464428,-
GEBV Selection,0,6,0.49896375,21.89404802,0.021216797223675535
GEBV Selection,1,6,0.5783275,21.67401588,0.10491196194601222
GEBV Selection,2,6,0.6028374999999999,24.842094,0.2742768314693662
GEBV Selection,3,6,0.6303,28.4258468,0.9567705422175002
GEBV Selection,4,6,0.61975,26.4788522,-
GEBV Selection,0,7,0.4997025,18.07332794,0.027201393862889393
GEBV Selection,1,7,0.6025575,26.58833076,0.2929249512003494
GEBV Selection,2,7,0.5938875,23.9208372,0.50652323173586
GEBV Selection,3,7,0.626225,27.4182254,1.2046278497450031
GEBV Selection,4,7,0.6147,24.7020312,-
GEBV Selection,0,8,0.49991,18.22965039,0.01605039737359856
GEBV Selection,1,8,0.603645,21.66587188,0.08422078099858885
GEBV Selection,2,8,0.60005,23.8175224,0.5578729677331086
GEBV Selection,3,8,0.614375,26.5835448,1.2059982877930326
GEBV Selection,4,8,0.62895,26.177883,-
GEBV Selection,0,9,0.4998675,18.7915657,-0.024116445681929985
GEBV Selection,1,9,0.6068525,24.17952284,0.1466226488775534
GEBV Selection,2,9,0.6336999999999999,24.3601734,0.22670620904194477
GEBV Selection,3,9,0.6548499999999999,26.0593402,0.800816277365666
GEBV Selection,4,9,0.690175,29.2281464,-
GEBV Selection,0,10,0.49906375000000003,20.72965929,-0.004562097967459474
GEBV Selection,1,10,0.624715,27.51093414,0.08760622585588718
GEBV Selection,2,10,0.6194,23.038342,0.6856751899869588
GEBV Selection,3,10,0.67515,25.6895674,1.2226827113558671
GEBV Selection,4,10,0.707475,29.5002166,-
GEBV Selection,0,11,0.50059375,19.04581631,0.023679899325393706
GEBV Selection,1,11,0.6104425,25.08087722,-0.04943782287222144
GEBV Selection,2,11,0.61075,24.3399815,0.3391080533679173
GEBV Selection,3,11,0.625625,25.7334722,0.6515643187247979
GEBV Selection,4,11,0.6238,25.6698014,-
GEBV Selection,0,12,0.4992875,19.69105022,0.0037115101175879467
GEBV Selection,1,12,0.59478,22.62605778,0.120457172975552
GEBV Selection,2,12,0.6199125000000001,22.9246778,0.49754338028070044
GEBV Selection,3,12,0.640675,24.6511876,0.8829496401392163
GEBV Selection,4,12,0.6088250000000001,22.3361084,-
GEBV Selection,0,13,0.49952375,19.21818025,0.023930314528016392
GEBV Selection,1,13,0.6063875000000001,24.31313856,0.014247183590773099
GEBV Selection,2,13,0.5907625000000001,23.6969281,0.46861773154945496
GEBV Selection,3,13,0.6243000000000001,27.0393716,0.694735053366134
GEBV Selection,4,13,0.6108,23.6237462,-
GEBV Selection,0,14,0.50112875,19.79915332,0.00702819615502464
GEBV Selection,1,14,0.6097125,24.43851838,0.026048626660229317
GEBV Selection,2,14,0.6036875,25.7754111,0.34261571289298987
GEBV Selection,3,14,0.632575,26.174105,0.8350538165529773
GEBV Selection,4,14,0.619575,26.643649,-
GEBV Selection,0,15,0.49877125,19.95819558,0.008660167892455942
GEBV Selection,1,15,0.616405,22.72191792,0.11508635313113465
GEBV Selection,2,15,0.6313625,24.11557,0.1848109116735461
GEBV Selection,3,15,0.640675,25.9134852,0.5004022398162951
GEBV Selection,4,15,0.6228,24.4358344,-
GEBV Selection,0,16,0.50021,19.41257732,0.026637345226467123
GEBV Selection,1,16,0.60461,25.74873148,0.02015943497126964
GEBV Selection,2,16,0.6209125,24.8856222,0.30891476765490333
GEBV Selection,3,16,0.6305,26.4257884,0.620753060771902
GEBV Selection,4,16,0.6483,25.3726612,-
GEBV Selection,0,17,0.49960125,19.5523797,0.009769449796833772
GEBV Selection,1,17,0.5863775,22.10122178,-0.04556722497053056
GEBV Selection,2,17,0.601075,24.5030061,0.38620565622107456
GEBV Selection,3,17,0.629275,26.7929134,0.8143381552528658
GEBV Selection,4,17,0.610825,24.1013054,-
GEBV Selection,0,18,0.5001475,22.87737161,0.005703350301832679
GEBV Selection,1,18,0.57829,21.3905591,0.1597585013578894
GEBV Selection,2,18,0.607925,24.988347,0.505718854320387
GEBV Selection,3,18,0.655825,26.1320666,1.0732055015958943
GEBV Selection,4,18,0.664175,27.9318146,-
GEBV Selection,0,19,0.50144,19.52799673,-0.011818543034580128
GEBV Selection,1,19,0.6323675,25.1653537,0.19801995676851106
GEBV Selection,2,19,0.6649499999999999,27.6627195,0.6274430342982471
GEBV Selection,3,19,0.7158,26.6602544,1.4206167925416033
GEBV Selection,4,19,0.728925,27.5088972,-
GEBV Selection,0,20,0.5001212500000001,19.65468395,0.00773772188705208
GEBV Selection,1,20,0.61339,23.97570808,0.12771995612140033
GEBV Selection,2,20,0.6077874999999999,26.1290381,0.554560775256532
GEBV Selection,3,20,0.6483,26.1243868,1.0829553305020472
GEBV Selection,4,20,0.6648,29.6837524,-
GEBV Selection,0,21,0.49943125000000005,19.75649229,0.004118766220473681
GEBV Selection,1,21,0.6045125,24.90935882,0.03614225116891626
GEBV Selection,2,21,0.6372375,23.3667082,0.3278142727991377
GEBV Selection,3,21,0.641375,28.1260476,0.6465723372300481
GEBV Selection,4,21,0.6547,25.6747852,-
GEBV Selection,0,22,0.49983500000000003,19.87635749,0.012585935496724461
GEBV Selection,1,22,0.611035,24.24267332,0.1845194620172964
GEBV Selection,2,22,0.6094625,26.5580955,0.4699662325088239
GEBV Selection,3,22,0.642725,27.7443252,0.5878318096782154
GEBV Selection,4,22,0.6451749999999999,26.7510312,-
GEBV Selection,0,23,0.50031875,20.53985854,0.002631990773046575
GEBV Selection,1,23,0.6022025,24.56455814,-0.010486941392233785
GEBV Selection,2,23,0.615075,24.5401888,0.3197793015962717
GEBV Selection,3,23,0.63875,27.277749,0.4151794742393154
GEBV Selection,4,23,0.6035,24.7058168,-
GEBV Selection,0,24,0.50083,19.53926274,-0.03043313092634895
GEBV Selection,1,24,0.6007024999999999,22.9572123,0.14941604273904857
GEBV Selection,2,24,0.6089,22.5273583,0.4771665105653198
GEBV Selection,3,24,0.6576500000000001,26.5755822,0.913529194760502
GEBV Selection,4,24,0.631475,23.0735886,-
GEBV Selection,0,25,0.5001075,19.69197303,0.01215453760651088
GEBV Selection,1,25,0.6171475,22.8938834,0.01839617325147236
GEBV Selection,2,25,0.6274,27.1610635,0.4389168297571035
GEBV Selection,3,25,0.66225,25.8332188,0.9403337462302096
GEBV Selection,4,25,0.6862,25.867778,-
GEBV Selection,0,26,0.49930250000000004,20.42968172,-0.004896119392480707
GEBV Selection,1,26,0.603085,23.829079,0.08423649736046561
GEBV Selection,2,26,0.611175,25.1654925,0.4675191961881674
GEBV Selection,3,26,0.626575,23.6936832,1.3025147612634447
GEBV Selection,4,26,0.68955,29.2123344,-
GEBV Selection,0,27,0.5005025,19.33133921,0.020445392668901715
GEBV Selection,1,27,0.60087,25.17550924,0.1147584373066816
